College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Facilities,City,State,Country,College Type,Average Fees,Matched Courses
Dr Panjabrao Deshmukh Girls Polytechnic,Female,,117.0,7.0,1983.0,2.4,,"Girls Hostel, Library, Sports, Auditorium, IT Infrastructure, Laboratories",Amravati,Maharashtra,India,Private,110000.0,"['Computer Engineering', 'Electronics Engineering']"
Vidya Pratishthan's Polytechnic College,Co-Ed,156 Acres,493.0,34.0,2008.0,2.0,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Laboratories, Guest Room",Indapur,Maharashtra,India,Private,119000.0,"['Automobile Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Automobile Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Government Polytechnic,Co-Ed,,433.0,24.0,2011.0,2.3,,"Girls Hostel, Gym, Library, Sports, IT Infrastructure, Laboratories",Vikramgad,Maharashtra,India,Public/Government,23250.0,"['Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Shri Vatavriksha Swami Maharaj Devashtan's Polytechnic,Co-Ed,,345.0,27.0,2009.0,2.5,,"Boys Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Solapur,Maharashtra,India,Private,131000.0,"['Civil Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Electronics Engineering']"
Guru Gobind Singh Polytechnic,Co-Ed,12 Acres,1330.0,72.0,2001.0,2.4,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Nashik,Maharashtra,India,Private,130000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Sheth Shri Otarmal Sheshmal Parmar College of Diploma Engineering,Co-Ed,7 Acres,712.0,33.0,2009.0,2.2,,"Library, Sports, Cafeteria, IT Infrastructure, Transport, Laboratories, Alumni Associations",Raigad,Maharashtra,India,Private,133000.0,"['Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Aditya Polytechnic College,Co-Ed,,,52.0,2007.0,2.1,,"Boys Hostel, Girls Hostel, Library, Cafeteria, IT Infrastructure, Laboratories",Beed,Maharashtra,India,Private,198000.0,"['Computer Science and Engineering', 'Electronics Engineering', 'Electrical Engineering', 'Information Technology', 'Mechanical Engineering']"
Government Polytechnic,Co-Ed,,788.0,30.0,1990.0,2.5,,"Library, Sports, IT Infrastructure, Laboratories",Miraj,Maharashtra,India,Public/Government,23250.0,"['Civil Engineering', 'Civil Engineering', 'Computer Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Electronics Engineering', 'Plastic and Polymer Engineering', 'Civil Engineering', 'Computer Engineering', 'Mechanical Engineering']"
OM Polytechnic,Co-Ed,10 Acres,163.0,24.0,2010.0,2.2,,"Library, Sports, IT Infrastructure, Laboratories",Umred,Maharashtra,India,Private,144000.0,"['Computer Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Mining Engineering']"
Karmaveer Bhaurao Patil Polytechnic,Co-Ed,,770.0,19.0,1983.0,2.4,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Alumni Associations",Satara,Maharashtra,India,Private,189000.0,"['Civil Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering']"
NIT Polytechnic,Co-Ed,26 Acres,1344.0,57.0,2009.0,2.3,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Mahurzari,Maharashtra,India,Private,177000.0,"['Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Electronics Engineering', 'Information Technology']"
Bhivrabai Sawant Polytechnic,Co-Ed,2 Acres,1334.0,118.0,2006.0,2.4,,"Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,171000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering']"
Smt Sharchchandrika Suresh Patil Institute of Technology,Co-Ed,,658.0,33.0,1983.0,2.7,,"Boys Hostel, Girls Hostel, Gym, Library, Cafeteria, IT Infrastructure, Laboratories, Alumni Associations",Chopda,Maharashtra,India,Private,129888.88888888888,"['Civil Engineering', 'Computer Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Mechanical Engineering']"
Sant Tukaram Polytechnic,Co-Ed,,84.0,2.0,2014.0,2.5,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Induri,Maharashtra,India,Private,105000.0,"['Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering']"
KE Society's Rajarambapu Institute of Technology for Polytechnic,Co-Ed,,351.0,30.0,2009.0,2.2,,"Library, Sports, Cafeteria, IT Infrastructure, Transport, Laboratories",Pune,Maharashtra,India,Private,138000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering']"
JT Mahajan Polytechnic,Co-Ed,3 Acres,832.0,35.0,1983.0,2.1,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Transport, Laboratories, Alumni Associations",Faizpur,Maharashtra,India,Private,127875.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Civil Engineering', 'Computer Technology', 'Electrical Engineering', 'Mechanical Engineering']"
Vivekanand Polytechnic,Co-Ed,,277.0,,1984.0,2.3,,"Library, IT Infrastructure, Laboratories",Sitasaongi,Maharashtra,India,Private,154000.0,"['Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Information Technology', 'Electronics Engineering']"
Shri Shivaji Polytechnic Institute,Co-Ed,,535.0,37.0,2011.0,2.5,,"Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Parbhani,Maharashtra,India,Private,6000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering']"
Sharad Institute of Technology,Co-Ed,5 Acres,1554.0,101.0,2008.0,3.0,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Ichalkaranji,Maharashtra,India,Private,132000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering']"
Shri Gulabrao Deokar Polytechnic,Co-Ed,,792.0,43.0,1997.0,2.2,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, IT Infrastructure, Transport, Laboratories, Parking Facility",Jalgaon,Maharashtra,India,Private,120000.0,"['Automobile Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Government Residential Women's Polytechnic College,Female,38 Acres,296.0,35.0,1994.0,2.4,,"Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations",Yavatmal,Maharashtra,India,Public/Government,18000.0,"['Computer Engineering', 'Electronics Engineering', 'Information Technology', 'Instrumentation Engineering']"
VDF School of Polytechnic,Co-Ed,,279.0,,2010.0,2.1,,"Library, Sports, IT Infrastructure, Laboratories",Latur,Maharashtra,India,Private,109000.00000000004,"['Civil Engineering', 'Computer Engineering', 'Mechanical Engineering', 'Electronics Engineering', 'Electronics Engineering']"
Sahyadri Polytechnic,Co-Ed,17 Acres,,58.0,1984.0,2.2,,"Boys Hostel, Girls Hostel, Library, IT Infrastructure, Laboratories, Alumni Associations",Ratnagiri,Maharashtra,India,Private,77500.0,"['Mechanical Engineering', 'Automobile Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Information Technology']"
Marathwada Institute of Technology,Co-Ed,5 Acres,751.0,13.0,1984.0,2.9,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Banks Facilities",Aurangabad,Maharashtra,India,Private,131666.66666666666,"['Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering']"
Padmashree Dr DY Patil Polytechnic,Co-Ed,,,25.0,2000.0,2.4,,"Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Parking Facility",Navi Mumbai,Maharashtra,India,Private,177000.0,"['Computer Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Information Technology']"
Marathwada Mitra Mandal Polytechnic,Co-Ed,,506.0,20.0,2008.0,2.3,,"Library, Sports, IT Infrastructure, Laboratories",Pune,Maharashtra,India,Private,159000.0,"['Automobile Engineering', 'Computer Engineering', 'Mechanical Engineering']"
Wainganga Polytechnic,Co-Ed,,232.0,34.0,2014.0,2.4,,"Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories",Wadad,Maharashtra,India,Private,120000.0,"['Civil Engineering', 'Electrical Engineering', 'Mining Engineering', 'Computer Science and Engineering', 'Mechanical Engineering']"
SNJB's Shri Hiralal Hastimal Jain Brothers Polytechnic,Co-Ed,,751.0,34.0,1983.0,2.5,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Chandwad,Maharashtra,India,Private,171000.0,"['Civil Engineering', 'Computer Technology', 'Computer Technology', 'Electronics Engineering', 'Mechanical Engineering', 'Mechanical Engineering']"
Ratneshwari Institute of Polytechnic,Co-Ed,,,17.0,2014.0,2.2,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store",Nanded,Maharashtra,India,Private,107000.0,"['Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Automobile Engineering']"
Latthe Education Society's Polytechnic,Co-Ed,,1133.0,35.0,1983.0,2.4,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Laboratories",Sangli,Maharashtra,India,Private,160000.0,"['Civil Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering']"
Government Polytechnic,Co-Ed,5 Acres,860.0,30.0,1990.0,2.1,,"Boys Hostel, Girls Hostel, Gym, Library, IT Infrastructure, Laboratories, Alumni Associations",Pen,Maharashtra,India,Public/Government,25680.0,"['Civil Engineering', 'Computer Technology', 'Mechanical Engineering', 'Civil Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Chemical Engineering', 'Instrumentation Engineering']"
MGM'S Polytechnic College,Co-Ed,,1319.0,9.0,2010.0,2.0,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Aurangabad,Maharashtra,India,Private,119000.0,"['Civil Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering']"
Nikam Institute of Technology Polytechnic,Co-Ed,,461.0,44.0,2013.0,2.1,,"Library, Sports, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Dhule,Maharashtra,India,Private,106000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering']"
Shree Samarth Polytechnic,Co-Ed,15 Acres,505.0,39.0,2010.0,2.4,,"Boys Hostel, Library, Sports, Cafeteria, IT Infrastructure, Transport, Laboratories, Alumni Associations",Ahmednagar,Maharashtra,India,Private,84000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Information Technology']"
Shri Sai Institute of Technology Polytechnic,Co-Ed,,236.0,37.0,2011.0,2.2,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Laboratories",Aurangabad,Maharashtra,India,Private,150000.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Government Polytechnic,Co-Ed,20 Acres,796.0,51.0,1990.0,2.3,,"Library, Sports, IT Infrastructure, Laboratories",Arvi,Maharashtra,India,Public/Government,23250.0,"['Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Chemical Engineering']"
Government Polytechnic,Co-Ed,,1103.0,48.0,1984.0,2.1,,"Boys Hostel, Girls Hostel, Gym, Library, IT Infrastructure, Laboratories",Osmanabad,Maharashtra,India,Public/Government,23250.0,"['Mechanical Engineering', 'Automobile Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering']"
Navjeevan Education Society's Polytechnic,Co-Ed,,591.0,7.0,1995.0,2.2,,"Library, Sports, IT Infrastructure, Laboratories",Mumbai,Maharashtra,India,Private,122000.0,"['Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering']"
Government Polytechnic,Co-Ed,20 Acres,414.0,33.0,1985.0,2.1,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Indala,Maharashtra,India,Public/Government,26590.0,"['Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Government Polytechnic,Co-Ed,,401.0,37.0,1983.0,2.2,,"Boys Hostel, Girls Hostel, Library, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Jintur,Maharashtra,India,Public/Government,24880.0,"['Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Instrumentation Engineering', 'Mechanical Engineering']"
Kalawatibai College of Engineering and Technology Polytechnic,Co-Ed,,230.0,39.0,2009.0,2.4,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Laboratories",Naigaon,Maharashtra,India,Private,120000.0,"['Electrical Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Electronics Engineering', 'Automobile Engineering']"
Zeal Polytechnic,Co-Ed,10 Acres,873.0,83.0,2008.0,2.4,,"Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories",Pune,Maharashtra,India,Private,111000.0,"['Civil Engineering', 'Computer Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Subhash Kool College of Engineering,Co-Ed,,,,1990.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure",Boripardhi,Maharashtra,India,Private,224000.0000000001,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Nagnathappa Halge College of Engineering,Co-Ed,,626.0,18.0,2001.0,3.0,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories",Parli,Maharashtra,India,Private,129600.0,"['Civil Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics and Computer Engineering']"
Shri Sai College of Engineering,Co-Ed,,,50.0,2009.0,2.9,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad","Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure",Pardari,Maharashtra,India,Private,254000.0,"['Mechanical Engineering', 'Electronics Engineering', 'Electronics Engineering']"
Shri Shivaji Education Society's College of Engineering and Technology,Co-Ed,39 Acres,983.0,47.0,1983.0,2.9,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Amravati,Maharashtra,India,Private,293625.0,"['Petro Chemical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Computer Engineering', 'Mechanical Engineering', 'Petro Chemical Engineering', 'Structural Engineering']"
Maharashtra Mudran Parishads Institute of Printing Technology and Research,Co-Ed,,,6.0,2005.0,2.9,,"Library, IT Infrastructure, Laboratories",Navi Mumbai,Maharashtra,India,Private,79560.0,['Printing Technology']
Shri Tirupati Tantra Niketan,Co-Ed,,,21.0,,3.0,,"Library, Sports, IT Infrastructure",Akola,Maharashtra,India,Private,132000.0,['Computer Technology']
JSPM's Dr NP Hirani Institute of Polytechnic,Co-Ed,,,31.0,1984.0,2.2,,"Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure",Pusad,Maharashtra,India,Private,129000.0,"['Civil Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Information Technology', 'Automobile Engineering']"
Swami Vivekanand Institute of Technology,Co-Ed,,608.0,45.0,2009.0,3.0,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Solapur,Maharashtra,India,Private,137000.0,"['Civil Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Electronics Engineering']"
Smt Radhikatai Pandav Polytechnic,Co-Ed,,323.0,46.0,2009.0,2.4,,"Boys Hostel, Girls Hostel, Library, Sports, Auditorium, IT Infrastructure, Laboratories, Alumni Associations",Nagpur,Maharashtra,India,Private,161000.0,"['Electrical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering']"
Swami Vivekanand Institute of Polytechnic,Co-Ed,,604.0,38.0,2013.0,2.3,,"Library, Sports, IT Infrastructure, Laboratories",Latur,Maharashtra,India,Private,120000.0,"['Civil Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Pimpri Chinchwad Polytechnic,Co-Ed,,1741.0,28.0,1990.0,2.4,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Banks Facilities",Pimpri-Chinchwad,Maharashtra,India,Private,184500.0,"['Mechanical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Computer Engineering', 'Electronics Engineering', 'Information Technology', 'Automobile Engineering', 'Electronics Engineering']"
Gramin Polytechnic Dharmapuri,Co-Ed,,,11.0,2008.0,2.3,,"Boys Hostel, Library, Sports, IT Infrastructure",Nanded-Waghala,Maharashtra,India,Private,99000.0,"['Computer Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering']"
Dharampeth Education Society's Dharampeth Polytechnic,Co-Ed,3 Acres,323.0,14.0,2009.0,2.1,,"Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Nagpur,Maharashtra,India,Private,115614.0,"['Computer Technology', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Computer Technology', 'Electronics Engineering']"
SH Jondhale Polytechnic,Co-Ed,,712.0,47.0,1984.0,2.4,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, IT Infrastructure, Laboratories",Dombivli,Maharashtra,India,Private,224000.00000000003,"['Chemical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Shivaji Polytechnic College,Co-Ed,,626.0,15.0,2009.0,2.1,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Banks Facilities",Sangola,Maharashtra,India,Private,123000.0,"['Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
PR Patil Education and Welfare Trust's Institute of Polytechnic and Technology,Co-Ed,100 Acres,,55.0,,2.3,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Alumni Associations",Amravati,Maharashtra,India,Private,131000.0,"['Electrical Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Mechanical Engineering']"
Vidyavardhini Institute of Technology,Co-Ed,7 Acres,603.0,39.0,2009.0,3.5,,"Boys Hostel, Girls Hostel, Library, Cafeteria, Wifi, IT Infrastructure, Transport, Laboratories",Pal,Maharashtra,India,Private,123000.0,"['Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Krushnaji Purushottam Chousalkar Yogeshwari Polytechnic,Co-Ed,,,25.0,2017.0,2.2,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Ambajogai,Maharashtra,India,Private,111000.0,"['Automobile Engineering', 'Civil Engineering', 'Computer Engineering', 'Mechanical Engineering']"
Gurukul Education Society Institute of Engineering and Technology,Co-Ed,4 Acres,419.0,38.0,2012.0,3.0,,"Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Phulenagar,Maharashtra,India,Private,137000.0,"['Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Anjuman I Islam's AR Kalsekar Polytechnic,Co-Ed,11 Acres,1504.0,57.0,2002.0,2.2,,"Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility",Navi Mumbai,Maharashtra,India,Private,162375.0,"['Mechanical Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Engineering', 'Computer Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Shivneri Polytechnic,Co-Ed,,146.0,5.0,2008.0,2.4,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Auditorium, Wifi, IT Infrastructure, Alumni Associations",Junnar,Maharashtra,India,Private,103000.0,"['Civil Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Brahmdevdada Mane Polytechnic,Co-Ed,,285.0,54.0,2008.0,2.2,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Solapur,Maharashtra,India,Private,176000.0,"['Civil Engineering', 'Computer Technology', 'Electrical Engineering', 'Mechanical Engineering', 'Electronics Engineering']"
Shree Sant Muktabai Institute of Technology,Co-Ed,,194.0,16.0,1983.0,3.1,,"Library, Sports, IT Infrastructure, Laboratories, Alumni Associations",Jalgaon,Maharashtra,India,Private,88230.0,"['Computer Engineering', 'Mechanical Engineering', 'Civil Engineering']"
Dr AD Shinde Institute of Technology,Co-Ed,15 Acres,360.0,44.0,2008.0,2.9,,"Library, Sports, Cafeteria, IT Infrastructure, Laboratories",Kolhapur,Maharashtra,India,Private,120000.0,"['Mechanical Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering']"
Vidya Vikas Pratishthan Polytechnic,Co-Ed,,600.0,67.0,2007.0,2.3,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations",Dongaon,Maharashtra,India,Private,113999.99999999996,"['Mechanical Engineering', 'Computer Engineering', 'Civil Engineering', 'Electrical Engineering', 'Electronics Engineering']"
Shri Shivaji Shikshan Prasarak Mandal's Polytechnic,Co-Ed,,254.0,26.0,1985.0,2.3,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Laboratories, Banks Facilities",Solapur,Maharashtra,India,Private,68180.0,"['Computer Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Electronics Engineering']"
Katgara Polytechnic Institute,Co-Ed,,465.0,36.0,2011.0,2.5,,"Library, Sports, IT Infrastructure, Laboratories",Bordi,Maharashtra,India,Private,81000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering']"
KP Patil Institute of Technology,Co-Ed,,453.0,30.0,2013.0,3.1,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Wifi, IT Infrastructure, Transport, Laboratories",Kolhapur,Maharashtra,India,Private,130000.0,"['Mechanical Engineering', 'Civil Engineering', 'Electrical Engineering']"
Renaissance Polytechnic,Co-Ed,,158.0,35.0,2013.0,2.1,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Laboratories",Chandrapur,Maharashtra,India,Private,120000.0,"['Civil Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
MDA Institute of Polytechnic,Co-Ed,,134.0,43.0,2010.0,2.4,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store",Kolpa,Maharashtra,India,Private,104000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering']"
Balasaheb Mhatre Polytechnic,Co-Ed,,,52.0,1979.0,2.5,,"Library, Sports, IT Infrastructure, Laboratories",Thane,Maharashtra,India,Private,111000.00000000004,"['Civil Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Electronics Engineering', 'Information Technology']"
Amrutvahini Polytechnic,Co-Ed,60 Acres,2328.0,81.0,1983.0,2.3,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room",Sangamner,Maharashtra,India,Private,91540.0,"['Civil Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Automobile Engineering', 'Civil Engineering', 'Computer Technology', 'Computer Technology', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering']"
CSMSS College of Polytechnic,Co-Ed,,891.0,53.0,2009.0,2.4,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Banks Facilities",Aurangabad,Maharashtra,India,Private,147000.0,"['Mechanical Engineering', 'Civil Engineering', 'Electrical Engineering', 'Computer Engineering', 'Electronics Engineering']"
Anand Charitable Sansta's Diploma in Engineering and Technology,Co-Ed,5 Acres,98.0,22.0,2010.0,2.3,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Wifi, IT Infrastructure, Laboratories, Parking Facility",Ashti,Maharashtra,India,Private,60000.0,"['Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
